Zeit(0.001 ms),Drehmoment Messsystem 1 (NÂ·m),Winkel Messsystem 1 (°),Drehmoment Motor (NÂ·m),Winkel Motor (°),Drehzahl (U/min),Schritt,Stromstaerke (A),Temperatur (°C)
942500,0.04,227,0.21,227,40,1,-0.040,41.1
942750,0.03,227,0.21,227,40,1,-0.035,41.1
943000,0.03,227,0.23,227,40,1,-0.039,41.1
943250,0.03,227,0.23,227,40,1,-0.044,41.1
943500,0.03,227,0.23,228,40,1,-0.048,41.1
943750,0.03,227,0.23,228,40,1,-0.052,41.1
944000,0.04,227,0.21,228,40,1,-0.049,41.1
944250,0.04,227,0.21,228,40,1,-0.041,41.1
944500,0.04,227,0.21,228,40,1,-0.038,41.1
944750,0.03,228,0.21,228,40,1,-0.040,41.1
945000,0.02,228,0.17,228,40,1,-0.045,41.1
945250,0.02,228,0.17,228,40,1,-0.050,41.1
945500,0.02,228,0.17,228,40,1,-0.056,41.1
945750,0.02,228,0.17,228,40,1,-0.054,41.1
946000,0.03,228,0.16,228,40,1,-0.048,41.1
946250,0.03,228,0.16,228,40,1,-0.039,41.1
946500,0.03,228,0.16,228,40,1,-0.038,41.1
946750,0.03,228,0.16,228,40,1,-0.048,41.1
947000,0.03,228,0.16,228,40,1,-0.054,41.1
947250,0.03,228,0.16,228,40,1,-0.057,41.1
947500,0.02,229,0.16,229,40,1,-0.049,41.1
947750,0.02,229,0.16,229,40,1,-0.045,41.1
948000,0.02,229,0.16,229,40,1,-0.040,41.1
948250,0.03,229,0.16,229,40,1,-0.039,41.1
948500,0.03,229,0.16,229,40,1,-0.044,41.1
948750,0.03,229,0.23,229,40,1,-0.050,41.1
949000,0.03,229,0.23,229,40,1,-0.054,41.1
949250,0.03,229,0.23,229,40,1,-0.054,41.1
949500,0.03,229,0.23,229,40,1,-0.051,41.1
949750,0.03,229,0.23,229,40,1,-0.044,41.1
950000,0.03,229,0.23,229,40,1,-0.037,41.1
950250,0.03,229,0.23,229,40,1,-0.037,41.1
950500,0.04,229,0.23,229,40,1,-0.042,41.1
950750,0.04,229,0.24,229,40,1,-0.052,41.1
951000,0.03,229,0.24,229,40,1,-0.057,41.1
951250,0.03,229,0.24,229,40,1,-0.050,41.1
951500,0.03,229,0.24,229,40,1,-0.036,41.1
951750,0.03,229,0.24,229,40,1,-0.031,41.1
952000,0.03,229,0.24,229,40,1,-0.035,41.1
952250,0.04,230,0.24,230,40,1,-0.047,41.1
952500,0.04,230,0.24,230,40,1,-0.057,41.1
952750,0.04,230,0.23,230,40,1,-0.054,41.1
953000,0.04,230,0.23,230,40,1,-0.047,41.1
953250,0.03,230,0.23,230,40,1,-0.040,41.1
953500,0.03,230,0.13,230,40,1,-0.040,41.1
953750,0.03,230,0.13,230,40,1,-0.043,41.1
954000,0.04,230,0.13,230,40,1,-0.049,41.1
954250,0.04,230,0.13,230,40,1,-0.051,41.1
954500,0.04,230,0.04,230,40,1,-0.054,41.1
954750,0.04,230,0.04,230,40,1,-0.049,41.1
955000,0.04,231,0.04,230,40,1,-0.040,41.1
955250,0.04,231,0.23,230,0,1,0.024,41.1
955500,0.04,231,0.23,230,0,1,0.271,41.1
955750,0.03,231,0.23,230,0,1,0.559,41.1
956000,0.03,231,0.21,231,0,1,0.716,41.1
956250,0.03,231,0.21,231,0,1,0.722,41.1
956500,0.03,231,0.21,231,0,1,0.662,41.1
956750,0.03,231,0.21,231,0,1,0.627,41.1
957000,0.03,231,0.17,231,0,1,0.623,41.1
957250,0.03,231,0.17,231,0,1,0.597,41.1
957500,0.04,231,0.17,231,0,1,0.526,41.1
957750,0.04,231,0.17,231,0,1,0.437,41.1
958000,0.03,231,0.16,231,0,1,0.376,41.1
958250,0.03,231,0.16,231,0,1,0.338,41.1
958500,0.03,231,0.16,231,0,1,0.302,41.1
958750,0.04,231,0.16,231,0,1,0.253,41.1
959000,0.04,231,0.16,231,0,1,0.190,41.1
959250,0.03,231,0.16,231,0,1,0.139,41.1
959500,0.03,231,0.16,231,0,1,0.102,41.1
959750,0.03,232,0.16,231,0,1,0.068,41.1
960000,0.03,232,0.16,231,0,1,0.037,41.1
960250,0.01,232,0.16,231,0,1,0.008,41.1
960500,0.01,232,0.16,231,0,1,-0.019,41.1
960750,0.01,232,0.23,231,0,1,-0.037,41.1
961000,0.01,232,0.23,231,0,1,-0.053,41.1
961250,0.01,232,0.23,231,0,1,-0.064,41.1
961500,0.01,232,0.23,230,0,1,-0.071,41.1
961750,0.01,232,0.23,230,0,1,-0.081,41.1
962000,0.01,232,0.23,230,0,1,-0.089,41.1
962250,0.01,232,0.23,230,0,1,-0.093,41.1
962500,0.01,232,0.23,230,0,1,-0.091,41.1
962750,0.00,232,0.24,230,0,1,-0.085,41.1
963000,0.00,232,0.24,230,0,1,-0.081,41.1
963250,0.00,232,0.24,230,0,1,-0.077,41.1
963500,0.00,232,0.24,230,0,1,-0.075,41.1
963750,0.00,232,0.24,230,0,1,-0.067,41.1
964000,0.00,232,0.24,230,0,1,-0.061,41.1
964250,0.00,232,0.24,230,0,1,-0.056,41.1
964500,0.00,232,0.24,230,0,1,-0.049,41.1
964750,-0.00,232,0.23,230,0,1,-0.048,41.1
965000,-0.00,232,0.23,230,0,1,-0.048,41.1
965250,-0.00,232,0.23,230,0,1,-0.046,41.1
965500,0.00,232,0.13,230,0,1,-0.044,41.1
965750,0.01,232,0.13,230,0,1,-0.042,41.1
966000,0.01,232,0.13,230,0,1,-0.039,41.1
966250,0.01,232,0.13,230,0,1,-0.036,41.1
966500,0.01,232,0.04,230,0,1,-0.032,41.1
966750,0.01,232,0.04,230,0,1,-0.032,41.1
967000,0.00,232,0.04,230,0,1,-0.031,41.1
